original_product,best_match,similarity_score,noon_ref,noon_prices,amazon_ref,amazon_prices
KIKO MILANO Unlimited Double Touch Liquid Lip Colour 103 Natural Rose ,KIKO Milano Unlimited Double Touch Liquid lipstick - 103 Natural Rose KIKO Milano Unlimited Double Touch Liquid lipstick - 103 Natural Rose,0.5837320574162679,https://www.noon.com/egypt-en/unlimited-double-touch-liquid-lip-colour-103-natural-rose/N46554630A/p/?o=de25715225d2925d,300,https://www.amazon.eg/-/en/KIKO-Milano-Unlimited-Double-lipstick/dp/B07DC6258H,690
Essence Lash Princess Volume False Effect Mascara 0400/ 01 Black ,essence Lash Brow Gel Mascara essence Lash Brow Gel Mascara,0.5,https://www.noon.com/egypt-en/lash-princess-volume-false-effect-mascara-0400-01-black/N11031427A/p/?o=f112031bf211ca1d,70.55,https://www.amazon.eg/-/en/essence-Lash-Brow-Gel-Mascara/dp/B0038E15JU,109
Mavala Double Lash - Eyelash Enhancer Clear ,essence Lash Brow Gel Mascara essence Lash Brow Gel Mascara,0.4077669902912622,https://www.noon.com/egypt-en/double-lash-eyelash-enhancer-clear/N11030949A/p/?o=e03e23e02cf26ecc,139.20,https://www.amazon.eg/-/en/essence-Lash-Brow-Gel-Mascara/dp/B0038E15JU,109
LA Girl HD PRO Setting Powder Banana Yellow ,Luxury Loose Powder Banana Pro - No. 5 Luxury Loose Powder Banana Pro - No. 5,0.4132231404958677,https://www.noon.com/egypt-en/hd-pro-setting-powder-banana-yellow/N34983124A/p/?o=e2deab67b4eb092c,528,https://www.amazon.eg/-/en/Luxury-Loose-Powder-Banana-Pro/dp/B0D3JCDCXP,149
Wet & Wild Wet n Wild Bare Focus Tinted Hydrator Tinted Skin Veil Hyaluronic Acid Light Medium ,Maybelline New York Fit Me Concealer - Medium 25 Maybelline New York Fit Me Concealer - Medium 25,0.40625,https://www.noon.com/egypt-en/wet-n-wild-bare-focus-tinted-hydrator-tinted-skin-veil-hyaluronic-acid-light-medium/ZBD735C026CF9C1277D1EZ/p/?o=zbd735c026cf9c1277d1ez-1,980,https://www.amazon.eg/-/en/Maybelline-New-York-Fit-Concealer/dp/B007B8UOPK,264
RIMMEL LONDON Scandaleyes Waterproof Kohl Kajal Pencil Eyeliner 1.3 g 001 Black ,Essence Eye Liner Eye Pencil Long Lasting 01 Black Fever Essence Eye Liner Eye Pencil Long Lasting 01 Black Fever,0.40414507772020725,https://www.noon.com/egypt-en/scandaleyes-waterproof-kohl-kajal-pencil-eyeliner-1-3-g-001-black/N13754334A/p/?o=acab5ea85788dd3f,130.90,https://www.amazon.eg/-/en/Essence-Liner-Pencil-Lasting-Black/dp/B0038E8OOO,156
BH Cosmetics Lavish Elegance 15 Piece Brush Set With Bag Multicolour ,Blush stick - pink berry 5ml Blush stick - pink berry 5ml,0.39682539682539686,https://www.noon.com/egypt-en/lavish-elegance-15-piece-brush-set-with-bag-multicolour/N52924044A/p/?o=df1fa91a694d825d,247.90,https://www.amazon.eg/-/en/Blush-stick-pink-berry-5ml/dp/B0C1H6TXVS,100
ROSE BERRY Long Lasting And Waterproof Eyeliner Pencil Black ,Essence Eye Liner Eye Pencil Long Lasting 01 Black Fever Essence Eye Liner Eye Pencil Long Lasting 01 Black Fever,0.49425287356321834,https://www.noon.com/egypt-en/long-lasting-and-waterproof-eyeliner-pencil-black/N52209162A/p/?o=efae3f86a0711dcb,55,https://www.amazon.eg/-/en/Essence-Liner-Pencil-Lasting-Black/dp/B0038E8OOO,156
MAYBELLINE NEW YORK Lash Sensational Sky High Mascara Black ,Cybele hot lash mascara dark black 01 - 12ml Cybele hot lash mascara dark black 01 - 12ml,0.36241610738255037,https://www.noon.com/egypt-en/lash-sensational-sky-high-mascara-black/N52474852A/p/?o=c757596072b78b1c,319,https://www.amazon.eg/-/en/Cybele-lash-mascara-dark-black/dp/B08WJLBL1R,256
"flormar Eyeliner Set, 12 Colors Multicolour ",Menow Make Up Set Palette Professional 78 Colors Multicolour Menow Make Up Set Palette Professional 78 Colors Multicolour,0.4,https://www.noon.com/egypt-en/eyeliner-set-12-colors-multicolour/N46452531A/p/?o=ff6906255db2656a,171.05,https://www.amazon.eg/-/en/Menow-Palette-Professional-Colors-Multicolour/dp/B0CV4C3SH9,399
Zoeva 15-Piece Vol. 1 Face And Eye Makeup Brush Multi Use Set Brown/Rose Gold/Black ,"Makeup Tools Travel Bag, Black Makeup Tools Travel Bag, Black",0.4137931034482759,https://www.noon.com/egypt-en/15-piece-vol-1-face-and-eye-makeup-brush-multi-use-set-brown-rose-gold-black/N14154377A/p/?o=e1c135ec56f7919a,259.95,https://www.amazon.eg/-/en/Makeup-Tools-Travel-Bag-Black/dp/B00KQPUXS8,106
Elizabeth Helen Make-Up Fixer Spray Clear ,M.S Elizabeth Helen Make up Fixer Spray 150ml - 6281056379522 M.S Elizabeth Helen Make up Fixer Spray 150ml - 6281056379522,0.4727272727272728,https://www.noon.com/egypt-en/make-up-fixer-spray-clear/N30388958A/p/?o=b2d38372ef3b48de,297,https://www.amazon.eg/-/en/Elizabeth-Helen-Fixer-Spray-150ml/dp/B07N7F546X,317
MAYBELLINE NEW YORK Maybelline New York Fit Me Matte + Poreless -130 BUFF BEIGE ,Maybelline New York Fit Me Matte + Poreless – 115 Ivory Maybelline New York Fit Me Matte + Poreless – 115 Ivory,0.5549738219895288,https://www.noon.com/egypt-en/maybelline-new-york-fit-me-matte-poreless-130-buff-beige/Z2AD71F9D39E24467C597Z/p/?o=z2ad71f9d39e24467c597z-1,347,https://www.amazon.eg/-/en/Maybelline-New-York-Matte-Poreless/dp/B01GHP57Z4,285
Dermacy LABORATORIES Waterproof Make-Up Remover ,Sheglam Eye Affinity Waterproof Eyeliner Sheglam Eye Affinity Waterproof Eyeliner,0.37209302325581395,https://www.noon.com/egypt-en/waterproof-make-up-remover/Z1142B269A83D4F822C06Z/p/?o=z1142b269a83d4f822c06z-1,224,https://www.amazon.eg/-/en/Sheglam-Eye-Affinity-Waterproof-Eyeliner/dp/B0CK9FT3PG,390
"MAYBELLINE NEW YORK Maybelline Instant Anti-Age Eraser Concealer, 01 Light - 6.8ml ",Maybelline New York Instant Eraser Concealer light Maybelline New York Instant Eraser Concealer light,0.5108695652173914,https://www.noon.com/egypt-en/maybelline-instant-anti-age-eraser-concealer-01-light-6-8ml/ZB5E47DE65603B61CB248Z/p/?o=zb5e47de65603b61cb248z-1,568,https://www.amazon.eg/-/en/Maybelline-Instant-Eraser-Concealer-light/dp/B00JR76TKW,381
ROSE BERRY Luxury Matte Eyeliner Pencil Black ,Essence Eye Liner Eye Pencil Long Lasting 01 Black Fever Essence Eye Liner Eye Pencil Long Lasting 01 Black Fever,0.41509433962264153,https://www.noon.com/egypt-en/luxury-matte-eyeliner-pencil-black/N41534316A/p/?o=b3e72781900a566f,69.60,https://www.amazon.eg/-/en/Essence-Liner-Pencil-Lasting-Black/dp/B0038E8OOO,156
General 360 Rotating Makeup Organizer Adjustable Cosmetic Storage Display Case Large Capacity Cosmetic Shelf Acrylic Clear ,Makeup Organizer 360-Degree Rotating Adjustable Multi-Function Acrylic Cosmetic Storage Makeup Organizer 360-Degree Rotating Adjustable Multi-Function Acrylic Cosmetic Storage,0.49664429530201337,https://www.noon.com/egypt-en/360-rotating-makeup-organizer-adjustable-cosmetic-storage-display-case-large-capacity-cosmetic-shelf-acrylic-clear/N52425133A/p/?o=be54beac97e626cb,284.70,https://www.amazon.eg/-/en/Organizer-360-Degree-Rotating-Adjustable-Multi-Function/dp/B0922VD9QT,270
SHEGLAM sheglam all-in-one volume and length mascara ,Essence I love extr. crazy volume mascara Essence I love extr. crazy volume mascara,0.42647058823529416,https://www.noon.com/egypt-en/sheglam-all-in-one-volume-and-length-mascara/N70040921V/p/?o=e97e9b7a98755dbf,90.60,https://www.amazon.eg/-/en/Essence-love-extr-crazy-mascara/dp/B00GSUCEJ6,144
Technic Pressed Pigment Eyeshadow Palette multicolour ,Essence Eye Shadow Palette The Bronze 30 Edition 10g Essence Eye Shadow Palette The Bronze 30 Edition 10g,0.4276729559748428,https://www.noon.com/egypt-en/pressed-pigment-eyeshadow-palette-multicolour/N38356298A/p/?o=f941ec0fa554e31e,340,https://www.amazon.eg/-/en/Essence-Eye-Shadow-Palette-Bronze/dp/B08JGRTSVL,390
LA Girl HD Pro.Conceal GC990 Orange Corrector ,Essence camouflage+ matt concealer 20 Essence camouflage+ matt concealer 20,0.36363636363636365,https://www.noon.com/egypt-en/hd-pro-conceal-gc990-orange-corrector/N11028558A/p/?o=b9cf2fd71615bb6a,170,https://www.amazon.eg/-/en/Essence-camouflage-matt-concealer-20/dp/B07HYG7CLV,250
Fix 13-Piece Professional Makeup Brush Set Multicolour ,Menow Make Up Set Palette Professional 78 Colors Multicolour Menow Make Up Set Palette Professional 78 Colors Multicolour,0.44318181818181823,https://www.noon.com/egypt-en/13-piece-professional-makeup-brush-set-multicolour/Z36EC6D3DC308D7401298Z/p/?o=z36ec6d3dc308d7401298z-1,118,https://www.amazon.eg/-/en/Menow-Palette-Professional-Colors-Multicolour/dp/B0CV4C3SH9,399
SHEGLAM SHEGLAM 101 Love Cake Colorful Liquid Blush ,SHEGLAM Rose Ritual - Color Blossom Liquid Blush SHEGLAM Rose Ritual - Color Blossom Liquid Blush,0.5369127516778524,https://www.noon.com/egypt-en/sheglam-101-love-cake-colorful-liquid-blush/N70040963V/p/?o=f0e8a1942dd15c5f,285,https://www.amazon.eg/-/en/SHEGLAM-Rose-Ritual-Blossom-Liquid/dp/B0BH37TPSQ,399
Generic Rotatable Makeup Mirror With Led Lights White ,My Fold Away Makeup Mirror with LED Lights My Fold Away Makeup Mirror with LED Lights,0.48920863309352514,https://www.noon.com/egypt-en/rotatable-makeup-mirror-with-led-lights-white/N15105385A/p/?o=ece3bb77410c057c,312.25,https://www.amazon.eg/-/en/Fold-Away-Makeup-Mirror-Lights/dp/B091KTK1WS,250
Essence Extreme Shine Volume Lip gloss 01 Transparent ,Essence extreme shine volume lipgloss 01 Essence extreme shine volume lipgloss 01,0.6222222222222222,https://www.noon.com/egypt-en/extreme-shine-volume-lip-gloss-01-transparent/N51100195A/p/?o=b9d0d5b92a0806fc,161,https://www.amazon.eg/-/en/Essence-extreme-shine-lipgloss-01/dp/B092R2MFBH,161
Generic Makeup Transparent PVC Organizing Clutch Bag - Black ,"Makeup Tools Travel Bag, Black Makeup Tools Travel Bag, Black",0.4426229508196722,https://www.noon.com/egypt-en/makeup-transparent-pvc-organizing-clutch-bag-black/ZE1490F2C6F6A49A4AB8DZ/p/?o=ze1490f2c6f6a49a4ab8dz-1,99,https://www.amazon.eg/-/en/Makeup-Tools-Travel-Bag-Black/dp/B00KQPUXS8,106
SHEGLAM Eye Brow Soap ,SHEGLAM Rose Ritual - Color Blossom Liquid Blush SHEGLAM Rose Ritual - Color Blossom Liquid Blush,0.2857142857142857,https://www.noon.com/egypt-en/eye-brow-soap/N70040874V/p/?o=d01a06a853e286cb,33.80,https://www.amazon.eg/-/en/SHEGLAM-Rose-Ritual-Blossom-Liquid/dp/B0BH37TPSQ,399
MAYBELLINE NEW YORK Baby Skin Instant Pore Eraser Translucent ,"Maybelline New York Baby Skin Instant Pore Eraser Primer, Clear, 22 ml Maybelline New York Baby Skin Instant Pore Eraser Primer, Clear, 22 ml",0.43349753694581283,https://www.noon.com/egypt-en/baby-skin-instant-pore-eraser-translucent/N11031290A/p/?o=b135000acc8284ae,224,https://www.amazon.eg/-/en/Maybelline-Instant-Eraser-Primer-Clear/dp/B00H56KCUU,199
RIMMEL LONDON Glow Stick Highlighter 003 Heat ,CYBELE Highlighter Powder 01 CYBELE Highlighter Powder 01,0.4271844660194175,https://www.noon.com/egypt-en/glow-stick-highlighter-003-heat/N40715255A/p/?o=b2dafdd8fb0c18df,183,https://www.amazon.eg/-/en/%D8%B3%D9%8A%D8%A8%D9%8A%D9%84-CYBELE-Highlighter-Powder-01/dp/B0BZ8CB48F,163
MAYBELLINE NEW YORK Fit Me Concealer Medium 25 ,Maybelline New York Fit Me Concealer - Medium 25 Maybelline New York Fit Me Concealer - Medium 25,0.45833333333333337,https://www.noon.com/egypt-en/fit-me-concealer-medium-25/N11031274A/p/?o=cf388820bafa385f,318,https://www.amazon.eg/-/en/Maybelline-New-York-Fit-Concealer/dp/B007B8UOPK,264
Generic 5-Piece Makeup Brush Set With Storage Bag Pink ,Zpac Makeup Bag 3×1 - Pink Color Zpac Makeup Bag 3×1 - Pink Color,0.4666666666666667,https://www.noon.com/egypt-en/5-piece-makeup-brush-set-with-storage-bag-pink/N51033548A/p/?o=f711f3fe3262185a,125,https://www.amazon.eg/-/en/Zpac-Makeup-Bag-3%C3%971-Color/dp/B0CZ47TQ2G,86
Generic 12 Piece Makeup Brush Set ,Essence the blush 10 Essence the blush 10,0.42666666666666664,https://www.noon.com/egypt-en/12-piece-makeup-brush-set/N23975204A/p/?o=eb741f515b590a5b,125,https://www.amazon.eg/-/en/Essence-923282-the-blush-10/dp/B07WF8ZWV5,283
"MAYBELLINE NEW YORK Super Stay Vinyl Ink Longwear Transfer Proof Gloss Lipstick, 35 CHEEKY ",Maybelline New York Super Stay Vinyl Ink 35 Cheeky 5.4 ML Maybelline New York Super Stay Vinyl Ink 35 Cheeky 5.4 ML,0.44660194174757284,https://www.noon.com/egypt-en/super-stay-vinyl-ink-longwear-transfer-proof-gloss-lipstick-35-cheeky/ZE1904C2A93B9AE1B7DB9Z/p/?o=ze1904c2a93b9ae1b7db9z-1,394,https://www.amazon.eg/-/en/Maybelline-York-Super-Vinyl-Cheeky/dp/B09NQG78ND,394
"Generic 150 Disposable Mascara Wands Eyelash Brush Spoolies for Eye Lash Extension, Eyebrow and Makeup Crystal ",Maybelline New York Falsies Lash Lift Washable Mascara Maybelline New York Falsies Lash Lift Washable Mascara,0.4363636363636364,https://www.noon.com/egypt-en/150-disposable-mascara-wands-eyelash-brush-spoolies-for-eye-lash-extension-eyebrow-and-makeup-crystal/Z64679AE69ABCA19878DCZ/p/?o=z64679ae69abca19878dcz-1,199,https://www.amazon.eg/-/en/Maybelline-York-Falsies-Washable-Mascara/dp/B0816Q532Y,317
deoc BAYEB Peach blossom tint ,Essence the blush 10 Essence the blush 10,0.3380281690140845,https://www.noon.com/egypt-en/bayeb-peach-blossom-tint/ZD2502D59DE1D3CA45BA3Z/p/?o=zd2502d59de1d3ca45ba3z-1,188,https://www.amazon.eg/-/en/Essence-923282-the-blush-10/dp/B07WF8ZWV5,283
Dermatique Maquillage Perfecting Concealer+ Eraser Warm Light ,Essence camouflage+ matt concealer 20 Essence camouflage+ matt concealer 20,0.43795620437956206,https://www.noon.com/egypt-en/maquillage-perfecting-concealer-eraser-warm-light/N52530094A/p/?o=f4a6612a022a968a,174.70,https://www.amazon.eg/-/en/Essence-camouflage-matt-concealer-20/dp/B07HYG7CLV,250
Generic Portable Cosmetic Makeup Bag Multicolor ,Zpac Makeup Bag 3×1 - Pink Color Zpac Makeup Bag 3×1 - Pink Color,0.4424778761061947,https://www.noon.com/egypt-en/portable-cosmetic-makeup-bag-multicolor/N52888604A/p/?o=c661d8dac365d3aa,190.50,https://www.amazon.eg/-/en/Zpac-Makeup-Bag-3%C3%971-Color/dp/B0CZ47TQ2G,86
Orglam Cherry Tint Aloe Vera Based (NATURAL) ,Red Tint Aloe Vera Based (NATURAL) Red Tint Aloe Vera Based (NATURAL),0.6140350877192983,https://www.noon.com/egypt-en/cherry-tint-aloe-vera-based-natural/ZE4124DCF330E9BCF3C16Z/p/?o=ze4124dcf330e9bcf3c16z-1,95,https://www.amazon.eg/-/en/Tint-Aloe-Vera-Based-NATURAL/dp/B09WBVPW8D,85
TANAKO Aloe Vera Soothing Magic Lip Balm Green ,Red Tint Aloe Vera Based (NATURAL) Red Tint Aloe Vera Based (NATURAL),0.3793103448275862,https://www.noon.com/egypt-en/aloe-vera-soothing-magic-lip-balm-green/N43634311A/p/?o=fdecec5ab6e9243e,14.90,https://www.amazon.eg/-/en/Tint-Aloe-Vera-Based-NATURAL/dp/B09WBVPW8D,85
REAL TECHNIQUES Set of 6 Everyday Essentials Make-up Brushes Multicolour ,Menow Make Up Set Palette Professional 78 Colors Multicolour Menow Make Up Set Palette Professional 78 Colors Multicolour,0.3917525773195877,https://www.noon.com/egypt-en/set-of-6-everyday-essentials-make-up-brushes-multicolour/N51895020A/p/?o=ecd5ed36a04edaaf,229.95,https://www.amazon.eg/-/en/Menow-Palette-Professional-Colors-Multicolour/dp/B0CV4C3SH9,399
Orglam Purple Iridescent face Highlighter-7ml ,"Orglam . (Purple Iridescent face Highlighter, 7ml) Orglam . (Purple Iridescent face Highlighter, 7ml)",0.6122448979591837,https://www.noon.com/egypt-en/purple-iridescent-face-highlighter-7ml/Z101F6D657026F805687EZ/p/?o=z101f6d657026f805687ez-1,95,https://www.amazon.eg/-/en/Orglam-Purple-Iridescent-face-Highlighter/dp/B0CM15347M,85
Generic Makeup Blender Beauty Sponge With Bottle Gift Set - 5 Pcs Multicolour ,Menow Make Up Set Palette Professional 78 Colors Multicolour Menow Make Up Set Palette Professional 78 Colors Multicolour,0.44221105527638194,https://www.noon.com/egypt-en/makeup-blender-beauty-sponge-with-bottle-gift-set-5-pcs-multicolour/N46452513A/p/?o=b4133b1a8c7831ce,58.60,https://www.amazon.eg/-/en/Menow-Palette-Professional-Colors-Multicolour/dp/B0CV4C3SH9,399
Garnier Garnier Micellar Water Face Cleanser & Daily Makeup Remover- Clear 100 ml ,Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml Garnier Micellar Water Face Cleanser & Daily Make-up Remover - 400ml,0.6666666666666667,https://www.noon.com/egypt-en/garnier-micellar-water-face-cleanser-daily-makeup-remover-clear-100-ml/N16546877A/p/?o=dc3e0587f4ac27dc,53,https://www.amazon.eg/-/en/Garnier-Micellar-Cleanser-Make-up-Remover/dp/B07BXZSCRL,162
Might Cinema Palette Blusher Creamy & Powder - 12 Color ,Might Cinema Palette Blusher & Contour 2x1 Creamy And Powder - 12 Color Might Cinema Palette Blusher & Contour 2x1 Creamy And Powder - 12 Color,0.5527638190954773,https://www.noon.com/egypt-en/palette-blusher-creamy-powder-12-color/Z1D5E83E17331CE1AEACEZ/p/?o=z1d5e83e17331ce1aeacez-1,160,https://www.amazon.eg/-/en/Palette-Blusher-Contour-Creamy-Powder/dp/B0D7THGL35,199
REVOLUTION Duo Blush & Highlighter Blushed Sweet ,CYBELE Highlighter Powder 01 CYBELE Highlighter Powder 01,0.4339622641509434,https://www.noon.com/egypt-en/duo-blush-highlighter-blushed-sweet/Z55E8CF722FCFFCA7AC76Z/p/?o=z55e8cf722fcffca7ac76z-1,180.60,https://www.amazon.eg/-/en/%D8%B3%D9%8A%D8%A8%D9%8A%D9%84-CYBELE-Highlighter-Powder-01/dp/B0BZ8CB48F,163
Generic Plastic Acrylic Multi Grid Makeup Organizer 9.4x7.5x5.9 Inch Clear ,Makeup Organizer 360-Degree Rotating Adjustable Multi-Function Acrylic Cosmetic Storage Makeup Organizer 360-Degree Rotating Adjustable Multi-Function Acrylic Cosmetic Storage,0.384,https://www.noon.com/egypt-en/plastic-acrylic-multi-grid-makeup-organizer-9-4x7-5x5-9-inch-clear/N33929259A/p/?o=ee4f79eb09722b9d,249,https://www.amazon.eg/-/en/Organizer-360-Degree-Rotating-Adjustable-Multi-Function/dp/B0922VD9QT,270
Essence Lash And Brow Gel Mascara 9 ml Clear 01 ,essence Lash Brow Gel Mascara essence Lash Brow Gel Mascara,0.6355140186915889,https://www.noon.com/egypt-en/lash-and-brow-gel-mascara-9-ml-clear-01/N11031386A/p/?o=dec424c91792af8a,118,https://www.amazon.eg/-/en/essence-Lash-Brow-Gel-Mascara/dp/B0038E15JU,109
Menow 12-Piece M.N Lip Liners 12 Colors ,LipLiner Pencil Package - 12 Colors - 12 Pcs LipLiner Pencil Package - 12 Colors - 12 Pcs,0.43410852713178294,https://www.noon.com/egypt-en/12-piece-m-n-lip-liners-12-colors/ZFA72E9CE95ED0F9A7EA7Z/p/?o=zfa72e9ce95ed0f9a7ea7z-1,199,https://www.amazon.eg/-/en/LipLiner-Pencil-Package-Colors-Pcs/dp/B0CPHF1WW1,198
Diamond Diamond blusher 6 colors ,Essence the blush 10 Essence the blush 10,0.3783783783783784,https://www.noon.com/egypt-en/diamond-blusher-6-colors/Z2D8E441D3AC8612010D3Z/p/?o=z2d8e441d3ac8612010d3z-1,63,https://www.amazon.eg/-/en/Essence-923282-the-blush-10/dp/B07WF8ZWV5,283
Pretty Woman Makeup Set 3 Pcs Foundation + Loose Powder + Blender - No. 3 ,Luxury Loose Powder Banana Pro - No. 5 Luxury Loose Powder Banana Pro - No. 5,0.49006622516556286,https://www.noon.com/egypt-en/makeup-set-3-pcs-foundation-loose-powder-blender-no-3/Z60BCF1746ACFA69EE713Z/p/?o=z60bcf1746acfa69ee713z-1,184,https://www.amazon.eg/-/en/Luxury-Loose-Powder-Banana-Pro/dp/B0D3JCDCXP,149
Generic Ultra Carla Secret Palette Fond De Teint Creme Couvrance Invisible Cover Cream Foundation Palette Multicolour ,Contour Powder & Creamy Palette 2 in 1-18 Color Contour Powder & Creamy Palette 2 in 1-18 Color,0.4882629107981221,https://www.noon.com/egypt-en/ultra-carla-secret-palette-fond-de-teint-creme-couvrance-invisible-cover-cream-foundation-palette-multicolour/N45218745A/p/?o=bd0ed070ab70a74e,225,https://www.amazon.eg/-/en/Contour-Powder-Creamy-Palette-Color/dp/B0CPC1J32T,197
RIMMEL LONDON Wonder'Luxe Volume Mascara Black ,essence Lash Brow Gel Mascara essence Lash Brow Gel Mascara,0.3584905660377359,https://www.noon.com/egypt-en/wonder-luxe-volume-mascara-black/N23868888A/p/?o=d5e5973b241fff6e,223,https://www.amazon.eg/-/en/essence-Lash-Brow-Gel-Mascara/dp/B0038E15JU,109
viona 100-Piece Make-Up Remover Cotton Pads White ,Eva makeup remover collagen for eyes and lips 150ml Eva makeup remover collagen for eyes and lips 150ml,0.36601307189542487,https://www.noon.com/egypt-en/100-piece-make-up-remover-cotton-pads-white/N43367039A/p/?o=c7e7cf3f476716fc,80.70,https://www.amazon.eg/-/en/Eva-makeup-remover-collagen-150ml/dp/B07LDSMSK4,186
L'OREAL PARIS Makeup Rouge Signature Brown ,"OFRA Makeup Fixer, 54 ml OFRA Makeup Fixer, 54 ml",0.3913043478260869,https://www.noon.com/egypt-en/makeup-rouge-signature-brown/N50609018A/p/?o=de647d819eb3545c,197,https://www.amazon.eg/-/en/OFRA-Makeup-Fixer-54-ml/dp/B07MVZD961,333
